zOrig,zDest,FAF_O,FAF_D,netNodeO,netNodeD,FRA_O,FRA_D,fTons (K)
258,112,460,190,2483,4104,344021,366886,1.771501
106,47,183,101,9546,13959,429819,483026,1.771438
176,216,311,380,3822,3565,363554,359698,1.771291
32,206,69,372,865,12501,319096,463889,1.771134
208,73,373,131,12931,10272,469919,438954,1.770943
33,318,81,560,2244,2216,340385,340080,1.770637
34,318,81,560,2244,2216,340385,340080,1.770637
15,316,50,560,4870,1986,377775,337589,1.77062
15,317,50,560,4870,1986,377775,337589,1.77062
63,292,129,511,9809,13251,433465,474019,1.769826
75,1,132,11,11728,8564,453331,418177,1.769624
58,8,123,19,11658,9382,452708,428070,1.769534
8,65,19,129,9382,11031,428070,446671,1.769472
246,91,429,171,13184,7983,473214,414089,1.769228
275,75,486,132,4484,11728,372551,453331,1.769162
158,144,269,230,8646,14995,418960,495477,1.768386
159,144,269,230,9334,14995,427423,495477,1.768386
160,144,269,230,10026,14995,436366,495477,1.768386
191,209,341,379,14444,11686,489091,453036,1.768375
64,225,129,399,10822,10115,444840,437419,1.768107
247,237,429,421,13388,13836,475739,481458,1.768052
213,45,380,92,2770,14740,347721,492243,1.767943
211,109,379,189,13126,8937,472346,422911,1.766715
38,181,89,319,1997,3673,337736,361539,1.766647
30,175,69,300,724,1953,315673,337188,1.766561
211,295,379,513,13126,13030,472346,471347,1.766392
26,240,64,422,342,12321,308387,460849,1.766299
267,231,482,409,4936,3036,378449,352861,1.765864
266,231,482,409,4873,3036,377794,352861,1.765864
214,23,380,62,2818,593,348747,312988,1.764896
32,126,69,209,865,4174,319096,367777,1.764738
191,110,341,189,14444,9034,489091,424141,1.764464
147,85,241,160,13629,1367,478861,327259,1.764341
236,86,419,160,656,1416,314420,328564,1.764118
27,218,64,392,435,11504,310556,450746,1.763541
26,202,64,364,342,13198,308387,473422,1.763345
26,201,64,364,342,13188,308387,473268,1.763345
278,247,489,429,2579,13388,345412,475739,1.763234
55,247,122,429,12270,13388,460118,475739,1.762945
89,108,171,189,7381,8805,408834,420535,1.762913
99,64,179,129,7438,10822,409272,444840,1.762534
60,262,124,472,10921,8902,445695,422132,1.762503
276,243,487,423,2897,13976,350299,483312,1.762499
97,237,179,421,6947,13836,403496,481458,1.762406
91,285,171,491,7983,1704,414089,333248,1.762364
162,176,279,311,5654,3822,386600,363554,1.762055
112,124,190,209,4104,3161,366886,354335,1.761961
102,79,182,139,9008,10137,423824,437620,1.761827
138,254,223,451,6300,12383,395671,461503,1.761585
191,111,341,189,14444,9173,489091,425481,1.761213
303,204,539,371,1252,11860,325529,454726,1.760987
99,201,179,364,7438,13188,409272,473268,1.760847
99,202,179,364,7438,13198,409272,473422,1.760847
300,50,531,121,300,11144,307557,447461,1.760488
2,55,11,122,8739,12270,419866,460118,1.760341
138,295,223,513,6300,13030,395671,471347,1.760305
224,25,394,63,10039,1326,436452,326398,1.759579
223,25,394,63,9855,1326,434289,326398,1.759579
134,161,219,271,9709,5230,432001,381938,1.759541
169,104,299,183,5137,9438,380766,428587,1.759445
287,22,499,62,1503,543,330452,312453,1.759381
304,169,540,299,11278,5137,448492,380766,1.759058
287,35,499,81,1503,2255,330452,340445,1.75852
191,242,341,422,14444,12573,489091,465636,1.75785
220,248,393,429,10452,13535,440877,477840,1.757456
7,275,19,486,9379,4484,428054,372551,1.757427
290,46,500,99,14729,14835,492026,493235,1.757295
238,79,421,139,14110,10137,484667,437620,1.757
297,101,519,181,12592,8884,465890,421868,1.756993
214,207,380,373,2818,12670,348747,466694,1.756828
311,51,559,121,6842,11545,402197,451169,1.756763
310,70,559,131,6756,9637,400985,431035,1.756703
60,110,124,189,10921,9034,445695,424141,1.755764
8,53,19,122,9382,12159,428070,458319,1.755696
147,144,241,230,13629,14995,478861,495477,1.755666
7,214,19,380,9379,2818,428054,348747,1.755537
212,16,380,50,2420,5376,342898,383370,1.755527
280,210,489,379,2832,12797,349115,468246,1.755515
82,305,139,540,11574,11305,451518,448728,1.755514
85,191,160,341,1367,14444,327259,489091,1.75547
74,265,132,481,11609,3221,451972,355232,1.75536
147,126,241,209,13629,4174,478861,367777,1.755319
157,253,262,451,9293,12364,426819,461299,1.755304
87,250,160,429,1717,13697,333324,479874,1.754944
90,275,171,486,7519,4484,410045,372551,1.754776
83,88,160,171,1325,7365,326338,408641,1.754763
182,154,319,261,3845,10449,363891,440834,1.754468
209,307,379,540,11686,12425,453036,462506,1.754468
247,71,429,131,13388,9748,475739,432669,1.754444
226,54,399,122,10155,12175,437809,458556,1.75437
281,88,489,171,2836,7365,349158,408641,1.754346
19,215,50,380,6266,3491,395391,358711,1.754345
159,57,269,123,9334,11643,427423,452442,1.754272
160,57,269,123,10026,11643,436366,452442,1.754272
158,57,269,123,8646,11643,418960,452442,1.754272
15,266,50,482,4870,4873,377775,377794,1.754237
15,267,50,482,4870,4936,377775,378449,1.754237
253,64,451,129,12364,10822,461299,444840,1.754083
275,10,486,42,4484,1832,372551,335597,1.753878
280,303,489,539,2832,1252,349115,325529,1.75377
18,227,50,401,6039,3156,392121,354308,1.753714
235,203,419,369,48,13794,301480,480932,1.753383
160,61,269,129,10026,8533,436366,417974,1.753219
159,61,269,129,9334,8533,427423,417974,1.753219
158,61,269,129,8646,8533,418960,417974,1.753219
102,213,182,380,9008,2770,423824,347721,1.753055
57,78,123,139,11643,9898,452442,434942,1.752912
60,111,124,189,10921,9173,445695,425481,1.752529
306,203,540,369,11539,13794,451117,480932,1.752333
84,117,160,190,1349,6061,326802,392352,1.752172
282,194,489,350,3109,2072,353672,338745,1.751715
117,296,190,513,6061,13384,392352,475723,1.751679
316,90,560,171,1986,7519,337589,410045,1.751615
317,90,560,171,1986,7519,337589,410045,1.751615
47,302,101,539,13959,869,483026,319146,1.751456
168,37,292,81,6163,2325,394071,341046,1.750686
289,273,500,486,14712,4124,491787,367103,1.75034
17,36,50,81,5577,2304,385939,340917,1.749686
47,75,101,132,13959,11728,483026,453331,1.749566
16,127,50,211,5376,9685,383370,431751,1.749216
10,93,42,172,1832,6641,335597,399738,1.748683
245,193,429,342,12879,13991,469255,483598,1.748295
299,204,531,371,237,11860,305935,454726,1.748104
192,109,341,189,14507,8937,489881,422911,1.747857
161,219,271,392,5230,11554,381938,451258,1.747714
232,281,409,489,3195,2836,354831,349158,1.74762
78,280,139,489,9898,2832,434942,349115,1.747599
52,162,122,279,12021,5654,456469,386600,1.746649
311,294,559,512,6842,13694,402197,479838,1.746598
136,247,221,429,5918,13388,390084,475739,1.74635
117,77,190,139,6061,9539,392352,429661,1.746328
20,53,61,122,1012,12159,321736,458319,1.746282
83,265,160,481,1325,3221,326338,355232,1.74592
272,237,485,421,2097,13836,338965,481458,1.745616
239,280,421,489,14191,2832,485714,349115,1.745011
213,124,380,209,2770,3161,347721,354335,1.744836
155,179,261,319,10506,3031,441355,352773,1.744815
105,271,183,484,9470,3800,428994,363320,1.744574
86,258,160,460,1416,2483,328564,344021,1.744534
7,248,19,429,9379,13535,428054,477840,1.744519
5,219,19,392,8901,11554,422118,451258,1.744507
61,292,129,511,8533,13251,417974,474019,1.744452
119,250,201,429,4490,13697,372696,479874,1.744432
18,99,50,179,6039,7438,392121,409272,1.744343
192,181,341,319,14507,3673,489881,361539,1.743652
202,270,364,484,13198,3703,473422,361928,1.742852
201,270,364,484,13188,3703,473268,361928,1.742852
21,132,61,219,1247,8389,325474,416611,1.742483
112,94,190,179,4104,6045,366886,392193,1.742232
203,159,369,269,13794,9334,480932,427423,1.742209
203,158,369,269,13794,8646,480932,418960,1.742209
203,160,369,269,13794,10026,480932,436366,1.742209
155,123,261,209,10506,2848,441355,349555,1.742126
199,279,362,489,12847,2693,468821,346798,1.742026
290,200,500,363,14729,14568,492026,490541,1.741902
102,117,182,190,9008,6061,423824,392352,1.741675
38,314,89,559,1997,7600,337736,410915,1.741155
6,237,19,421,9020,13836,423914,481458,1.74101
131,80,219,139,7217,10351,406767,439695,1.740729
73,280,131,489,10272,2832,438954,349115,1.740406
299,27,531,64,237,435,305935,310556,1.74037
112,81,190,139,4104,11155,366886,447563,1.740099
208,59,373,124,12931,10684,469919,443554,1.739731
85,196,160,350,1367,2135,327259,339361,1.739471
159,92,269,172,9334,6491,427423,397178,1.739071
160,92,269,172,10026,6491,436366,397178,1.739071
158,92,269,172,8646,6491,418960,397178,1.739071
306,215,540,380,11539,3491,451117,358711,1.739044
203,279,369,489,13794,2693,480932,346798,1.738634
213,187,380,331,2770,14971,347721,495207,1.738556
192,40,341,89,14507,2260,489881,340498,1.738231
136,63,221,129,5918,9809,390084,433465,1.738
145,300,230,531,15032,300,495884,307557,1.737582
253,142,451,229,12364,5681,461299,386981,1.736836
116,239,190,421,5790,14191,388612,485714,1.736613
140,248,229,429,5509,13535,385093,477840,1.736441
10,271,42,484,1832,3800,335597,363320,1.736317
209,21,379,61,11686,1247,453036,325474,1.735629
32,97,69,179,865,6947,319096,403496,1.734652
316,102,560,182,1986,9008,337589,423824,1.734583
317,102,560,182,1986,9008,337589,423824,1.734583
266,199,482,362,4873,12847,377794,468821,1.734351
267,199,482,362,4936,12847,378449,468821,1.734351
212,246,380,429,2420,13184,342898,473214,1.733611
107,279,189,489,8437,2693,416847,346798,1.733491
249,10,429,42,13549,1832,478104,335597,1.733483
39,116,89,190,2043,5790,338237,388612,1.733044
212,85,380,160,2420,1367,342898,327259,1.73296
40,172,89,300,2260,1538,340498,331012,1.732913
40,173,89,300,2260,1539,340498,331014,1.732913
80,293,139,511,10351,13305,439695,474701,1.732837
77,141,139,229,9539,5644,429661,386552,1.732332
18,115,50,190,6039,5760,392121,388180,1.732255
283,70,491,131,1660,9637,332808,431035,1.732127
163,123,280,209,6275,2848,395467,349555,1.732043
164,123,280,209,6887,2848,402884,349555,1.732043
54,180,122,319,12175,3050,458556,353045,1.73182
189,49,341,111,14369,13419,487996,476164,1.731683
7,254,19,451,9379,12383,428054,461503,1.731667
271,277,484,488,3800,2982,363320,351899,1.731522
155,228,261,401,10506,3170,441355,354449,1.731205
203,35,369,81,13794,2255,480932,340445,1.73118
204,278,371,489,11860,2579,454726,345412,1.731086
177,199,311,362,4065,12847,366354,468821,1.731059
75,132,132,219,11728,8389,453331,416611,1.730915
141,90,229,171,5644,7519,386552,410045,1.730797
289,208,500,373,14712,12931,491787,469919,1.73041
9,27,41,64,1613,435,332280,310556,1.729938
36,213,81,380,2304,2770,340917,347721,1.729774
275,78,486,139,4484,9898,372551,434942,1.729709
192,117,341,190,14507,6061,489881,392352,1.729603
133,311,219,559,8959,6842,423091,402197,1.729349
145,190,230,341,15032,14400,495884,488248,1.729319
141,34,229,81,5644,2244,386552,340385,1.729072
141,33,229,81,5644,2244,386552,340385,1.729072
20,70,61,131,1012,9637,321736,431035,1.728701
84,172,160,300,1349,1538,326802,331012,1.728563
84,173,160,300,1349,1539,326802,331014,1.728563
83,238,160,421,1325,14110,326338,484667,1.728352
118,100,201,181,4476,8648,372451,418964,1.728033
6,236,19,419,9020,656,423914,314420,1.72777
293,226,511,399,13305,10155,474701,437809,1.727745
28,253,64,451,645,12364,314028,461299,1.727541
303,138,539,223,1252,6300,325529,395671,1.72747
125,155,209,261,3257,10506,355859,441355,1.727295
155,87,261,160,10506,1717,441355,333324,1.726662
216,235,380,419,3565,48,359698,301480,1.7265
139,87,223,160,6546,1717,397786,333324,1.726424
209,237,379,421,11686,13836,453036,481458,1.726187
276,131,487,219,2897,7217,350299,406767,1.725685
276,69,487,131,2897,9598,350299,430342,1.725093
132,251,219,429,8389,13896,416611,482137,1.72465
311,72,559,131,6842,9885,402197,434713,1.724169
23,282,62,489,593,3109,312988,353672,1.724023
235,314,419,559,48,7600,301480,410915,1.72385
171,265,300,481,1470,3221,329739,355232,1.723799
26,257,64,459,342,11787,308387,453864,1.723578
267,312,482,559,4936,7218,378449,406783,1.723497
266,312,482,559,4873,7218,377794,406783,1.723497
163,297,280,519,6275,12592,395467,465890,1.723097
164,297,280,519,6887,12592,402884,465890,1.723097
4,302,12,539,7596,869,410839,319146,1.723086
134,115,219,190,9709,5760,432001,388180,1.722592
91,82,171,139,7983,11574,414089,451518,1.722444
60,277,124,488,10921,2982,445695,351899,1.72237
40,155,89,261,2260,10506,340498,441355,1.722179
189,79,341,139,14369,10137,487996,437620,1.721905
273,18,486,50,4124,6039,367103,392121,1.7218
137,74,222,132,5190,11609,381551,451972,1.72166
135,248,219,429,9726,13535,432226,477840,1.721546
213,281,380,489,2770,2836,347721,349158,1.721006
64,203,129,369,10822,13794,444840,480932,1.720555
268,64,483,129,3282,10822,356173,444840,1.71908
117,284,190,491,6061,1699,392352,333209,1.719052
42,272,89,485,2387,2097,342105,338965,1.718635
117,150,190,249,6061,13163,392352,473010,1.718515
155,176,261,311,10506,3822,441355,363554,1.718431
211,248,379,429,13126,13535,472346,477840,1.717536
114,9,190,41,5531,1613,385332,332280,1.717131
20,42,61,89,1012,2387,321736,342105,1.716756
226,135,399,219,10155,9726,437809,432226,1.716401
179,136,319,221,3031,5918,352773,390084,1.716016
139,254,223,451,6546,12383,397786,461503,1.715685
62,99,129,179,9322,7438,427214,409272,1.715577
13,194,49,350,1862,2072,335946,338745,1.71555
108,312,189,559,8805,7218,420535,406783,1.715367
133,30,219,69,8959,724,423091,315673,1.715015
238,303,421,539,14110,1252,484667,325529,1.714932
282,14,489,50,3109,4812,353672,377024,1.714762
177,35,311,81,4065,2255,366354,340445,1.714752
170,277,300,488,1466,2982,329642,351899,1.714724
139,295,223,513,6546,13030,397786,471347,1.714439
7,238,19,421,9379,14110,428054,484667,1.714299
263,199,473,362,9977,12847,435955,468821,1.713637
303,312,539,559,1252,7218,325529,406783,1.713558
79,138,139,223,10137,6300,437620,395671,1.713489
133,103,219,182,8959,9073,423091,424523,1.713461
273,231,486,409,4124,3036,367103,352861,1.713144
136,61,221,129,5918,8533,390084,417974,1.713082
314,273,559,486,7600,4124,410915,367103,1.712585
16,319,50,560,5376,2353,383370,341490,1.711802
161,19,271,50,5230,6266,381938,395391,1.71087
231,96,409,179,3036,6723,352861,400579,1.710827
233,274,411,486,71,4351,301971,370166,1.710673
311,105,559,183,6842,9470,402197,428994,1.710377
88,104,171,183,7365,9438,408641,428587,1.710127
66,180,129,319,11324,3050,448866,353045,1.710124
315,173,560,300,1925,1539,336667,331014,1.710031
315,172,560,300,1925,1538,336667,331012,1.710031
82,248,139,429,11574,13535,451518,477840,1.709903
76,126,139,209,9533,4174,429596,367777,1.709738
24,303,62,539,687,1252,314939,325529,1.709546
20,48,61,109,1012,13994,321736,483633,1.70947
260,74,460,132,3711,11609,362062,451972,1.709305
117,72,190,131,6061,9885,392352,434713,1.709263
89,253,171,451,7381,12364,408834,461299,1.709156
10,65,42,129,1832,11031,335597,446671,1.709023
27,298,64,519,435,13037,310556,471386,1.708847
30,246,69,429,724,13184,315673,473214,1.70865
220,249,393,429,10452,13549,440877,478104,1.708614
300,74,531,132,300,11609,307557,451972,1.708007
293,297,511,519,13305,12592,474701,465890,1.707868
212,69,380,131,2420,9598,342898,430342,1.707731
18,159,50,269,6039,9334,392121,427423,1.707627
18,158,50,269,6039,8646,392121,418960,1.707627
18,160,50,269,6039,10026,392121,436366,1.707627
78,8,139,19,9898,9382,434942,428070,1.707536
151,270,251,484,14845,3703,493469,361928,1.707225
152,270,251,484,14856,3703,493733,361928,1.707225
232,109,409,189,3195,8937,354831,422911,1.706907
132,15,219,50,8389,4870,416611,377775,1.706907
238,299,421,531,14110,237,484667,305935,1.706506
273,292,486,511,4124,13251,367103,474019,1.706469
281,11,489,49,2836,1467,349158,329710,1.706248
112,236,190,419,4104,656,366886,314420,1.705732
52,80,122,139,12021,10351,456469,439695,1.705539
189,303,341,539,14369,1252,487996,325529,1.704815
86,279,160,489,1416,2693,328564,346798,1.704449
50,66,121,129,11144,11324,447461,448866,1.704354
180,268,319,483,3050,3282,353045,356173,1.704121
213,252,380,441,2770,14888,347721,494262,1.703864
218,247,392,429,11504,13388,450746,475739,1.703673
100,317,181,560,8648,1986,418964,337589,1.703402
100,316,181,560,8648,1986,418964,337589,1.703402
143,43,230,91,14994,14758,495453,492422,1.703373
93,177,172,311,6641,4065,399738,366354,1.703248
18,169,50,299,6039,5137,392121,380766,1.703171
14,98,50,179,4812,6996,377024,404080,1.702849
100,203,181,369,8648,13794,418964,480932,1.702624
275,190,486,341,4484,14400,372551,488248,1.702586
205,66,372,129,12241,11324,459525,448866,1.702039
100,238,181,421,8648,14110,418964,484667,1.701755
81,284,139,491,11155,1699,447563,333209,1.701496
141,31,229,69,5644,859,386552,318889,1.700636
79,107,139,189,10137,8437,437620,416847,1.700051
259,310,460,559,3021,6756,352470,400985,1.69865
276,57,487,123,2897,11643,350299,452442,1.698612
251,226,429,399,13896,10155,482137,437809,1.698136
147,280,241,489,13629,2832,478861,349115,1.697604
28,279,64,489,645,2693,314028,346798,1.697313
200,63,363,129,14568,9809,490541,433465,1.697189
41,136,89,221,2362,5918,341849,390084,1.697169
310,97,559,179,6756,6947,400985,403496,1.697137
191,311,341,559,14444,6842,489091,402197,1.697127
153,191,259,341,14777,14444,492614,489091,1.696921
52,253,122,451,12021,12364,456469,461299,1.696834
265,27,481,64,3221,435,355232,310556,1.696692
89,250,171,429,7381,13697,408834,479874,1.696684
314,269,559,484,7600,3407,410915,357660,1.696511
203,6,369,19,13794,9020,480932,423914,1.696477
